Round,Table,Players,Decks,Winner
Round 12,37,"Keita Tonouchi He/Him
Yoshiyuki Ogyu","Selesnya Landfall
Dimir Excruciator",Yoshiyuki Ogyu won 2-1-0
Round 12,38,"Yuta Akamine They/Them
Sho Yoshimori He/Him","Izzet Spellementals
Selesnya Landfall",Yuta Akamine won 2-0-0
Round 12,39,"Kenji Sego
Haruka Murano He/They","Izzet Spellementals
Dimir Excruciator",Kenji Sego won 2-0-0
Round 12,40,"TAKUYA HASEGAWA
takahiro yamaguchi","Selesnya Landfall
Izzet Lessons",TAKUYA HASEGAWA won 2-1-0
Round 12,41,"Yuta Inukai He/Him
Gaku Oohashi","Selesnya Landfall
Selesnya Landfall",Yuta Inukai won 2-1-0
Round 12,42,"Kenya Ishikawa He/Him
ryo kasuga","Izzet Spellementals
Selesnya Landfall",ryo kasuga won 2-1-0
Round 12,43,"Takaya Saito
LiDuoyan","Azorius Control
Azorius Blink",LiDuoyan won 2-0-0
Round 12,44,"Dod2gaia He/Him
Yosuke Kasagawa","Jeskai Control
Mono-Green Aggro",Dod2gaia won 2-1-0
Round 12,45,"Takeshi Miyawaki He/Him
Kim Hoyeon He/Him","Dimir Excruciator
Golgari Midrange",Takeshi Miyawaki won 2-1-0
Round 12,46,"Hiroaki Taniguchi He/Him
Shogo Kajita","Golgari Midrange
U-B-R-G Reanimator",Shogo Kajita won 2-1-0
Round 12,47,"Atsushi Hozuki
Takato Ueno","Selesnya Aggro
Temur Prowess",Atsushi Hozuki won 2-0-0
Round 12,48,"John Im He/Him
sintarou yamada","Izzet
Izzet Prowess",John Im won 2-1-0
Round 12,49,"SAYAMA TATSUNOSUKE
Miyanishi Makoto He/Him","Dimir Control
Izzet Prowess",SAYAMA TATSUNOSUKE won 2-0-0
Round 12,50,"Tamon
baronlee","Dimir Excruciator
Temur",baronlee won 2-0-0
Round 12,51,"ryuichiro ishida He/Him
藤垣 琢矢 He/Him","Selesnya Rhythm
Mono-Green Aggro",ryuichiro ishida won 2-0-0
Round 12,52,"Kazuhiro Noine
TomohiroSakai He/Him","Selesnya Landfall
Izzet Prowess",Kazuhiro Noine won 2-1-0
Round 12,53,"Hasedaigo
IchiwakiFumihiro","Izzet Aggro
Jeskai Control",IchiwakiFumihiro won 2-1-0
Round 12,54,"Ryota Motegi
JunSatoX1","Mardu
Boros Tokens",JunSatoX1 won 2-0-0
Round 12,55,"yohei hoshino
Akira Yamawaki","Temur Prowess
Azorius Tempo",yohei hoshino won 2-1-0
Round 12,56,"ryuji mimido
Shunsuke Nose He/Him","Dimir Demons
Izzet Monument",ryuji mimido won 2-0-0
Round 12,57,"emotosatoshi
Hiroki Toyota","Temur Prowess
Mono-Green Landfall",Hiroki Toyota won 2-0-0
Round 13,-,Akira Yamawaki,Azorius Tempo,Akira Yamawaki was assigned a bye
Round 13,1,"ReiSakano Other
Yoshihiko Ikawa He/Him","Jeskai Control
Izzet Spellementals",0-0-3 Draw
Round 13,2,"Keiichiro Matsumoto
TASE YUYA Other","W-U-B-R Control
Azorius Aggro",0-0-3 Draw
Round 13,3,"ホリエ トオル He/Him
HarryJPN He/Him","Jeskai Control
Selesnya Landfall",0-0-3 Draw
Round 13,4,"Tomonori Hirami
Masataka Hori","Azorius Flash
Selesnya Ouroboroid",Tomonori Hirami won 2-0-0
Round 13,5,"MASAHIDE MORIYAMA
Rei Hirayama","Izzet Spellementals
Izzet Spellementals",MASAHIDE MORIYAMA won 2-1-0
Round 13,6,"Ma Noah
Yusuke Takaoka He/Him","Selesnya Ouroboroid
Izzet Aggro",Ma Noah won 2-1-0
Round 13,7,"Yoshitaka Fujino
yoshiki yamashita He/Him","Selesnya Aggro
Izzet Spellementals",yoshiki yamashita won 2-0-0
Round 13,8,"Satoshi Mizu
Shinya Saito He/Him","Izzet Elementals
Temur Prowess",Shinya Saito won 2-0-0
Round 13,9,"Kenta Imai He/Him
Takumi Utsunomiya He/Him","Izzet Prowess
Izzet Spellementals",Takumi Utsunomiya won 2-1-0
Round 13,10,"TakahashiRyoma
Toshiki Okai","Golgari Demons
Izzet Prowess",Toshiki Okai won 2-0-0
Round 13,11,"YUJI KAWABATA He/Him
Koki Nakamura","Izzet Spellementals
Selesnya Landfall",Koki Nakamura won 2-0-0
Round 13,12,"Shingo Takada He/Him
YUSUKE NAKAMURA","Izzet Elementals
Izzet Prowess",YUSUKE NAKAMURA won 2-0-0
Round 13,13,"Yukinori Ishibashi
junpei nakamura","Selesnya Landfall
Golgari Midrange",junpei nakamura won 2-1-0
Round 13,14,"akira ishikawa
Tomohiro Matsumoto He/Him","Selesnya Landfall
Izzet Spellementals",Tomohiro Matsumoto won 2-1-0
Round 13,15,"nakatatsuyoshi
Masashiro Kuroda He/Him","Izzet Prowess
Izzet Spellementals",Masashiro Kuroda won 2-1-0
Round 13,16,"Keita Ito
Keisuke Naitou","Izzet Prowess
Temur Prowess",Keisuke Naitou won 2-0-0
Round 13,17,"Kenji Sego
Keisuke Komatsu","Izzet Spellementals
Izzet Spellementals",Kenji Sego won 2-0-0
Round 13,18,"Hiroaki Kitahara
shohei kiyota","Sultai Control
Izzet Prowess",shohei kiyota won 2-1-0
Round 13,19,"Hirotaka Kawasaki
Hosokawa Kouta He/Him","Selesnya Ouroboroid
Bant Rhythm",Hosokawa Kouta won 2-0-0
Round 13,20,"Shinnosuke Hando
TAKUYA HASEGAWA","Selesnya
Selesnya Landfall",TAKUYA HASEGAWA won 2-0-0
Round 13,21,"Sotaro Wada
toru kono","Izzet Prowess
Izzet Spellementals",Sotaro Wada won 2-1-0
Round 13,22,"grodri1999
Keisuke Sato","Bant Rhythm
Temur Prowess",grodri1999 won 2-1-0
Round 13,23,"Hojun Yoon
takuya taniguchi","Izzet Aggro
Selesnya Landfall",Hojun Yoon won 2-1-0
Round 13,24,"taiyo ishii He/Him
Shimpo Kosuke","Izzet
Izzet Prowess",Shimpo Kosuke won 2-0-0
Round 13,25,"Yoshiyuki Ogyu
Yuta Akamine They/Them","Dimir Excruciator
Izzet Spellementals",Yoshiyuki Ogyu won 2-1-0
Round 13,26,"Hiroki Kageyama
Takashi Inui","Izzet Otters
Izzet Spellementals",0-0-3 Draw
Round 13,27,"naoto yamane
Taishi_Tokairin","Selesnya Ouroboroid
Selesnya Landfall",0-0-3 Draw
Round 13,28,"Masaki Oi
Tomoya Tanaka","Izzet Prowess
Izzet Prowess",0-0-3 Draw
Round 13,29,"Yuta Inukai He/Him
Charles Namchaisiri","Selesnya Landfall
Izzet Spellementals",0-0-3 Draw
Round 13,30,"yamamotoatsushi
Go Nakamura He/Him","Mono-Green Landfall
Sultai Control",yamamotoatsushi won 2-1-0
Round 13,31,"Sho Miyasaka
Tomoya Kobayashi","Izzet Prowess
Izzet Control",Tomoya Kobayashi won 2-0-0
Round 13,32,"fukutome masayuki He/Him
LiDuoyan","Sultai Control
Azorius Blink",fukutome masayuki won 2-1-0
Round 13,33,"ryo kasuga
Yuya Hosokawa He/Him","Selesnya Landfall
Jeskai Control",Yuya Hosokawa won 2-1-0
Round 13,34,"Keita Tonouchi He/Him
syaka3845","Selesnya Landfall
Temur Prowess",Keita Tonouchi won 2-0-0
Round 13,35,"Masahiko Noguchi
Masakuni Hamaguchi","Selesnya Landfall
Selesnya Landfall",Masahiko Noguchi won 2-1-0
Round 13,36,"Kenya Ishikawa He/Him
baronlee","Izzet Spellementals
Temur",Kenya Ishikawa won 2-1-0
Round 13,37,"Gaku Oohashi
KazukiYada","Selesnya Landfall
Temur Prowess",Gaku Oohashi won 2-1-0
Round 13,38,"Yuusuke Ooyama
John Im He/Him","Izzet Elementals
Izzet",John Im won 2-1-0
Round 13,39,"Sho Yoshimori He/Him
naoki kamizono","Selesnya Landfall
Temur Prowess",naoki kamizono won 2-0-0
Round 13,40,"sho kamezaki
Marei Okamura","Mono-Green Landfall
Sultai Control",sho kamezaki won 2-0-0
Round 13,41,"ryuichiro ishida He/Him
Yuuki Fujii","Selesnya Rhythm
Azorius Flash",ryuichiro ishida won 2-0-0
Round 13,42,"SAYAMA TATSUNOSUKE
Dod2gaia He/Him","Dimir Control
Jeskai Control",SAYAMA TATSUNOSUKE won 2-1-0
Round 13,43,"Kazuhiro Noine
RuiyuanLu","Selesnya Landfall
Dimir Midrange",Kazuhiro Noine won 2-0-0
Round 13,44,"takahiro yamaguchi
Takeshi Miyawaki He/Him","Izzet Lessons
Dimir Excruciator",takahiro yamaguchi won 2-0-0
Round 13,45,"maegawa
Atsushi Hozuki","Selesnya Aggro
Selesnya Aggro",maegawa won 2-0-0
Round 13,46,"IchiwakiFumihiro
Shogo Kajita","Jeskai Control
U-B-R-G Reanimator",Shogo Kajita won 2-1-0
Round 13,47,"taegyun lim
Takaya Saito","Grixis Midrange
Azorius Control",Takaya Saito won 2-1-0
Round 13,48,"Hiroaki Taniguchi He/Him
Yosuke Kasagawa","Golgari Midrange
Mono-Green Aggro",Yosuke Kasagawa won 2-0-0
Round 13,49,"Tamon
sintarou yamada","Dimir Excruciator
Izzet Prowess",sintarou yamada won 2-0-0
Round 13,50,"ryuji mimido
Hiroki Toyota","Dimir Demons
Mono-Green Landfall",ryuji mimido won 2-0-0
Round 13,51,"Kim Hoyeon He/Him
藤垣 琢矢 He/Him","Golgari Midrange
Mono-Green Aggro",藤垣 琢矢 won 2-1-0
Round 13,52,"genki ogino
yohei hoshino","Izzet Aggro
Temur Prowess",yohei hoshino won 2-1-0
Round 13,53,"JunSatoX1
Shunsuke Nose He/Him","Boros Tokens
Izzet Monument",JunSatoX1 won 2-1-0
Quarterfinals,1,"ReiSakano Other
Ma Noah","Jeskai Control
Selesnya Ouroboroid",ReiSakano won 2-1-0
Quarterfinals,2,"ホリエ トオル He/Him
TASE YUYA Other","Jeskai Control
Azorius Aggro",ホリエ トオル won 2-1-0
Quarterfinals,3,"Keiichiro Matsumoto
Tomonori Hirami","W-U-B-R Control
Azorius Flash",Keiichiro Matsumoto won 2-0-0
Quarterfinals,4,"Yoshihiko Ikawa He/Him
MASAHIDE MORIYAMA","Izzet Spellementals
Izzet Spellementals",Yoshihiko Ikawa won 2-1-0
Semifinals,1,"ReiSakano Other
ホリエ トオル He/Him","Jeskai Control
Jeskai Control",ホリエ トオル won 2-1-0
Semifinals,2,"Keiichiro Matsumoto
Yoshihiko Ikawa He/Him","W-U-B-R Control
Izzet Spellementals",Keiichiro Matsumoto won 2-0-0
Finals,1,"ホリエ トオル He/Him
Keiichiro Matsumoto","Jeskai Control
W-U-B-R Control",Keiichiro Matsumoto won 2-0-0
